"textEn","textHi","optA_En","optB_En","optC_En","optD_En","optA_Hi","optB_Hi","optC_Hi","optD_Hi","correctIndex","solutionEn","solutionHi","subject","marksPerQuestion","negativeMarks"
"National Digital Library of India is a project of which one of the following ministries ?","भारत की राष्ट्रीय डिजिटल लाइब्रेरी निम्नलिखित में से किस मंत्रालय का प्रोजेक्ट है ?","Ministry of Finance","Ministry of Education, Science and Technology","Ministry of Information Technology","Ministry of Human Resource Development","वित्त मंत्रालय","शिक्षा, विज्ञान व तकनीकी मंत्रालय","सूचना तकनीकी मंत्रालय","मानव संसाधन विकास मंत्रालय","3","NDL is a project under the Ministry of Human Resource Development (now Ministry of Education). [cite: 1260]","NDL मानव संसाधन विकास मंत्रालय (अब शिक्षा मंत्रालय) के तहत एक परियोजना है। [cite: 1266]","Current Affairs","1","0.33"
"What is the new name of the 'Sports Authority of India'?","'स्पोर्ट्स ऑथोरिटी ऑफ इण्डिया' का नया नाम क्या है ?","Central Sports Authority","Department of Sports","Authority of Sports","Sports India","सेन्ट्रल स्पोर्ट्स ऑथोरिटी","डिपार्टमेन्ट ऑफ स्पोर्ट्स","ऑथोरिटी ऑफ स्पोर्ट्स","स्पोर्ट्स इण्डिया","3","In 2018, the Sports Authority of India (SAI) was renamed as 'Sports India'. [cite: 1274]","2018 में, स्पोर्ट्स अथॉरिटी ऑफ इंडिया (SAI) का नाम बदलकर 'स्पोर्ट्स इंडिया' कर दिया गया था। [cite: 1274]","Current Affairs","1","0.33"
"Who among the following is the 21st Lieutenant Governor of Delhi ?","निम्न में से कौन दिल्ली के 21 वें उपराज्यपाल हैं ?","Anil Baijal","Tejendra Khanna","Najeeb Jung","Arvind Kejriwal","अनिल बैजल","तेजेन्द्र खन्ना","नजीब जंग","अरविन्द केजरीवाल","0","Anil Baijal served as the 21st Lieutenant Governor of Delhi. [cite: 1274]","अनिल बैजल ने दिल्ली के 21वें उपराज्यपाल के रूप में कार्य किया। [cite: 1274]","Current Affairs","1","0.33"
"What is the aim of Van Dhan Scheme of Government of India ?","भारत सरकार की वन धन योजना का लक्ष्य क्या है ?","Increasing forest cover","Restriction on slash and burn agriculture","Preserving Biodiversity","Empowering Tribal communities economically","वनावरण बढ़ाना","स्लैश एण्ड बर्न खेती पर प्रतिबन्ध","जैवविविधता संरक्षण","जनजातियों का आर्थिक सशक्तिकरण","3","The Van Dhan Yojana aims to improve tribal incomes through value addition of forest produce. [cite: 1274]","वन धन योजना का उद्देश्य वन उपज के मूल्यवर्धन के माध्यम से आदिवासी समुदायों को आर्थिक रूप से सशक्त बनाना है। [cite: 1274]","Current Affairs","1","0.33"
"Pyramid of energy","ऊर्जा पिरैमिड","is always inverted.","can be both inverted or upright.","is always upright.","is inverted only for sea ecosystem.","सदैव उलटी अवस्था में होता है ।","उलटी या खड़ी दोनों अवस्था में हो सकता है।","सदैव खड़ी अवस्था में होता है ।","केवल समुद्र पारितंत्र में उलटी अवस्था में होता है ।","2","According to the 10% law of energy transfer, energy is lost at each trophic level, making the pyramid always upright. [cite: 1279]","ऊर्जा हस्तांतरण के 10% नियम के अनुसार, प्रत्येक पोषी स्तर पर ऊर्जा नष्ट होती है, जिससे पिरामिड हमेशा खड़ी अवस्था में बनता है। [cite: 1285]","Science","1","0.33"
"Who was awarded with the Nobel Prize in 1975 for the discovery of 'Central Dogma Reverse'?","'केन्द्रीय डोग्मा रिवर्स' की खोज के लिए सन् 1975 में नोबेल पुरस्कार से किसको सम्मानित किया गया ?","Monad","Dalton","Khorana","Baltimore","मोनाड","डाल्टन","खुराना","बॉल्टीमोर","3","David Baltimore (along with others) shared the 1975 Nobel Prize for discovering reverse transcriptase. [cite: 1290]","डेविड बॉल्टीमोर (अन्य लोगों के साथ) ने रिवर्स ट्रांसक्रिप्टेज़ की खोज के लिए 1975 का नोबेल पुरस्कार साझा किया था। [cite: 1295]","Science","1","0.33"
"The flow of energy in an ecosystem follows the laws of","एक पारिस्थितिकी तंत्र में ऊर्जा प्रवाह किन कानूनों के अनुरूप होता है ?","Kinetics","Thermodynamics","Probability","Photochemistry","गतिकी","ऊष्मागतिकी","संभाव्यता","प्रकाशरसायन","1","Energy flow in ecosystems strictly obeys the first and second laws of thermodynamics. [cite: 1321]","पारिस्थितिक तंत्र में ऊर्जा प्रवाह ऊष्मागतिकी (Thermodynamics) के पहले और दूसरे नियमों का कड़ाई से पालन करता है। [cite: 1327]","Science","1","0.33"
"In which form, does water occur in gaseous state in the atmosphere ?","वायुमण्डल में जल, गैसीय अवस्था में किस रूप में पाया जाता है ?","Snow particles","Water drop","Water vapour","All of these","हिम कण","जल बूंद","जलवाष्प","ये सभी","2","Water exists in the atmosphere as a gas in the form of water vapour. [cite: 1300]","वायुमंडल में जल गैस के रूप में जलवाष्प (Water vapour) की अवस्था में मौजूद रहता है। [cite: 1303]","Science","1","0.33"
"Which of the three 'R's are regarded as environment friendly ?","निम्नलिखित में से कौन से तीन 'R' पर्यावरण के अनुकूल माने जाते हैं ?","Reduce, Reuse, Recycle","Reduce, Recreate, Reuse","Repeat, Reorder, Recreate","Recycle, Reorder, Repeat","कम करना, पुनः उपयोग, पुनश्चक्रण","कम करना, पुनः बनाना, पुनः उपयोग","पुनरावर्तन, पुनः व्यवस्थित, पुनः बनाना","पुनश्चक्रण, पुनः व्यवस्थित, पुनरावर्तन","0","The 3 R's of waste hierarchy are Reduce, Reuse, and Recycle. [cite: 1309]","कचरा प्रबंधन के 3 R नियम 'Reduce, Reuse और Recycle' (कम करना, पुनः उपयोग, पुनश्चक्रण) हैं। [cite: 1314]","Science","1","0.33"
"For control of which disease is the triple antigen (D, P, T) administered to children?","बच्चों को ट्रिपल एण्टीजन (D, P, T) किस रोग को रोकने हेतु दी जाती है ?","Diphtheria, Pertussis, Tetanus","Diphtheria, Polio, Tetanus","Diphtheria, Pertussis, Typhoid","Dengue, Polio, Typhoid","डिफ्थीरिया, कुकुरखांसी, टिटनेस","डिफ्थीरिया, पोलियो, टिटनेस","डिफ्थीरिया, कुकुरखांसी, टायफॉयड","डेंगू, पोलियो, टायफॉयड","0","The DPT vaccine is given to protect against Diphtheria, Pertussis (whooping cough), and Tetanus. [cite: 1336]","DPT का टीका डिप्थीरिया, पर्टुसिस (काली खांसी), और टिटनेस से बचाव के लिए दिया जाता है। [cite: 1341]","Science","1","0.33"
"In which year was the Indian Patents Act passed ?","किस वर्ष में भारतीय पेटेन्ट अधिनियम पारित हुआ था ?","1960","1970","1980","1990","1960","1970","1980","1990","1","The Patents Act of India was enacted in 1970 and came into force in 1972. [cite: 1352]","भारत का पेटेंट अधिनियम 1970 में अधिनियमित किया गया था और 1972 में लागू हुआ। [cite: 1354]","Science","1","0.33"
"Central dogma in molecular biology was proposed by","आणविक जीव विज्ञान में मूल सिद्धांत का विचार ने प्रस्तुत किया ।","Gregor Mendel","Thomas Hunt Morgan","Frederich Griffith","Francis Crick","ग्रेगर मेंडल","थामस हंट मार्गन","फ्रेडेरिक ग्रिफीथ","फ्रांसिस क्रिक","3","The Central Dogma of molecular biology was first stated by Francis Crick in 1958. [cite: 1360]","आण्विक जीव विज्ञान के मूल सिद्धांत को पहली बार 1958 में फ्रांसिस क्रिक ने प्रतिपादित किया था। [cite: 1366]","Science","1","0.33"
"Which of the following is used as an anticoagulant in blood transfusion?","निम्नलिखित में से किस पदार्थ का रक्त आधान में स्कन्दनरोधी की तरह उपयोग किया जाता है ?","Sodium citrate","Sodium acetate","Sodium carbonate","Sodium nitrate","सोडियम सिट्रेट","सोडियम एसिटेट","सोडियम कार्बोनेट","सोडियम नाइट्रेट","0","Sodium citrate acts as an anticoagulant by chelating calcium ions in the blood. [cite: 1372]","सोडियम सिट्रेट रक्त में कैल्शियम आयनों को बांधकर स्कंदनरोधी (एंटीकोगुलेंट) के रूप में कार्य करता है। [cite: 1376]","Science","1","0.33"
"The nitrogenous base found in place of Thiamine in RNA molecule is","आर.एन.ए. अणु में थाइमिन के स्थान पर पाया जाने वाला नाइट्रोजिनस क्षारक है :","Uracil","Guanine","Cytosine","Adenine","यूरेसिल","गुआनिन","साइटोसिन","ऐडिनिन","0","In RNA, the nitrogenous base Uracil replaces Thymine which is present in DNA. [cite: 1384]","RNA में, नाइट्रोजिनस क्षारक यूरेसिल, DNA में मौजूद थाइमिन का स्थान ले लेता है। [cite: 1427]","Science","1","0.33"
"Which of the following is the largest ecosystem in the world?","विश्व में सबसे बड़ा पारिस्थितिकी तंत्र कौन-सा है?","Desert ecosystem","Grassland ecosystem","Ocean ecosystem","Forest ecosystem","मरुस्थलीय पारिस्थितिकी तंत्र","घासभूमि पारिस्थितिकी तंत्र","सागर पारिस्थितिकी तंत्र","वानिकी पारिस्थितिकी तंत्र","2","The ocean ecosystem covers about 71% of the Earth's surface, making it the largest. [cite: 1386]","महासागर पारिस्थितिकी तंत्र पृथ्वी की सतह के लगभग 71% हिस्से को कवर करता है, जो इसे सबसे बड़ा बनाता है। [cite: 1386]","Science","1","0.33"
"The most common cause of anaemia in our country is","हमारे देश में एनिमीया की सबसे बड़ी वजह निम्न में से किस तत्व की कमी है ?","Iron deficiency","Magnesium deficiency","Potassium deficiency","Calcium deficiency","लौह","मैग्नीशियम","पोटैशियम","कैल्सियम","0","Iron deficiency is the most common nutritional deficiency causing anaemia in India. [cite: 1397]","भारत में आयरन की कमी एनीमिया का सबसे आम पोषण संबंधी कारण है। [cite: 1397]","Science","1","0.33"
"How many contrasting characters did Mendel select for his experiments?","मेण्डल ने अपने प्रयोगों के लिए कितने विषम लक्षण चुने थे ?","7","8","9","10","7","8","9","10","0","Gregor Mendel studied 7 pairs of contrasting traits in pea plants. [cite: 1409]","ग्रेगर मेंडल ने मटर के पौधों में 7 जोड़ी विपरीत लक्षणों का अध्ययन किया था। [cite: 1409]","Science","1","0.33"
"Who proposed the chromosomal theory of inheritance ?","किस वैज्ञानिक ने वंशागति का गुणसूत्रीय सिद्धान्त प्रस्तुत किया ?","Lamarck","Darwin","Hooker","Sutton","लैमार्क","डॉरविन","हूकर","सटन","3","The chromosomal theory of inheritance was proposed by Boveri and Sutton. [cite: 1416]","वंशागति का गुणसूत्रीय सिद्धांत बोवेरी और सटन द्वारा प्रस्तावित किया गया था। [cite: 1416]","Science","1","0.33"
"An electric motor converts:","एक इलेक्ट्रिक मोटर में रूपान्तरण होता है :","Mechanical energy into electrical energy.","Electrical energy into mechanical energy.","Heat energy into mechanical energy.","Eddy currents energy into mechanical energy.","यान्त्रिक ऊर्जा का विद्युत ऊर्जा में ।","विद्युत ऊर्जा का यान्त्रिक ऊर्जा में ।","ऊष्मा ऊर्जा का यान्त्रिक ऊर्जा में ।","भँवर धाराओं की ऊर्जा का यान्त्रिक ऊर्जा में।","1","An electric motor works on the principle of converting electrical energy into mechanical energy. [cite: 1448]","एक इलेक्ट्रिक मोटर विद्युत ऊर्जा को यांत्रिक ऊर्जा में बदलने के सिद्धांत पर कार्य करती है। [cite: 1448]","Science","1","0.33"
"The frequency of direct current is:","दिष्ट धारा की आवृत्ति है :","Zero","50 Hz","100 Hz","220 Hz","शून्य","50 Hz","100 Hz","220 Hz","0","Direct current (DC) flows in a single direction constantly, so its frequency is 0 Hz. [cite: 1456]","दिष्ट धारा (DC) लगातार एक ही दिशा में बहती है, इसलिए इसकी आवृत्ति 0 हर्ट्ज होती है। [cite: 1456]","Science","1","0.33"
"A ray of light is made incident on a concave mirror, parallel to its principal axis. After reflection it will","प्रकाश की एक किरण एक अवतल दर्पण पर इसकी मुख्य अक्ष के समानान्तर आपतित की जाती है। परावर्तन के पश्चात् यह","pass through the centre of curvature","move parallel to the principal axis of the mirror","pass through the pole of the mirror","pass through the principal focus","वक्रता केन्द्र से गुजरेगी","दर्पण के मुख्य अक्ष के समानान्तर गति करेगी","दर्पण के ध्रुव से गुजरेगी","मुख्य फोकस से गुजरेगी","3","Rays parallel to the principal axis of a concave mirror converge at the principal focus after reflection. [cite: 1482]","एक अवतल दर्पण के मुख्य अक्ष के समानांतर किरणें परावर्तन के बाद मुख्य फोकस पर अभिसरित होती हैं। [cite: 1482]","Science","1","0.33"
"A plano convex lens (μ=1.5) with radius of curvature 20 cm is silvered at the curved surface. The power of the system is -","एक समतलोत्तल लैन्स (μ=1.5) की वक्र सतह की वक्रता त्रिज्या 20 सेमी है। इस लैन्स की वक्र सतह पर चांदी की पॉलिस की गयी है। इस निकाय की क्षमता (power) होगी -","15 D","10 D","5 D","2.5 D","15 D","10 D","5 D","2.5 D","0","Lens power Pl = (1.5-1)(1/0 - 1/-20) = 2.5D. Mirror power Pm = -2/(-20) = 10D. Total Power = 2(2.5) + 10 = 15D. [cite: 1457]","लेंस की क्षमता Pl = (1.5-1)(1/0 - 1/-20) = 2.5D. दर्पण की क्षमता Pm = -2/(-20) = 10D. कुल क्षमता = 2(2.5) + 10 = 15D. [cite: 1457]","Science","1","0.33"
"Lenz's law is a consequence of:","लेंज का नियम परिणाम है:","Conservation of charge","Conservation of momentum","Conservation of energy","Conservation of current","आवेश के संरक्षण का","संवेग के संरक्षण का","ऊर्जा के संरक्षण का","धारा के संरक्षण का","2","Lenz's law complies with the law of conservation of energy. [cite: 1463]","लेंज का नियम ऊर्जा संरक्षण के नियम का अनुपालन करता है। [cite: 1463]","Science","1","0.33"
"Which lamp is used as indicator in an electric tester ?","विद्युत टेस्टर में कौन-सा लैम्प सूचक के रूप में उपयोग किया जाता है ?","Sodium lamp","Mercury lamp","Neon lamp","Tungsten lamp","सोडियम लैम्प","मर्करी लैम्प","नियोन लैम्प","टंगस्टन लैम्प","2","Neon lamps are widely used as indicator lights in line voltage testers due to their low power consumption. [cite: 1484]","नियॉन लैंप अपनी कम बिजली खपत के कारण लाइन वोल्टेज टेस्टर में संकेतक लाइट के रूप में व्यापक रूप से उपयोग किए जाते हैं। [cite: 1484]","Science","1","0.33"
"The unit of rate of flow of electric charge is-","इलेक्ट्रिक आवेश के प्रवाह की दर का मात्रक है","Volt","Mho","Ampere","Ohm","वोल्ट","म्हो","एम्पीयर","ओम","2","The rate of flow of electric charge is current, measured in Amperes. [cite: 1495]","विद्युत आवेश के प्रवाह की दर विद्युत धारा है, जिसे एम्पीयर में मापा जाता है। [cite: 1495]","Science","1","0.33"
"When white light is incident on a green leaf","जब हरी पत्ती पर सफेद प्रकाश आपतित होता है, तो :","the green colour is mostly absorbed by the leaf.","the green colour is mostly reflected by the leaf.","all the colours except green are reflected by the leaf.","all the colours are equally absorbed by the leaf.","पत्ती के द्वारा मुख्य रूप से हरा रंग अवशोषित होता है ।","पत्ती के द्वारा मुख्य रूप से हरा रंग परावर्तित होता है ।","पत्ती के द्वारा हरे रंग के अतिरिक्त अन्य सभी रंग परावर्तित होते हैं ।","पत्ती के द्वारा सभी रंगों का अवशोषण समान रूप से होता है ।","1","A leaf appears green because it reflects green light and absorbs other colors. [cite: 1517]","एक पत्ती हरी दिखाई देती है क्योंकि वह हरे प्रकाश को परावर्तित करती है और अन्य रंगों को अवशोषित करती है। [cite: 1517]","Science","1","0.33"
"The defect of eye, that arises due to the cornea of the eye having different curvatures in the horizontal and vertical planes, is known as:","वह दृष्टि दोष जो आँख की कॉर्निया की वक्रता के क्षैतिज तथा उर्ध्वाधर तलों में भिन्न होने के कारण उत्पन्न होता है, कहलाता है :","Long sightedness","Short sightedness","Presbyopia","Astigmatism","दीर्घ दृष्टि","निकट दृष्टि","जरा दूरदृष्टि","एस्टिगमेटिज्म","3","Astigmatism is an eye defect caused by the unequal curvature of the cornea. [cite: 1529]","एस्टिगमेटिज्म (अबिंदुकता) कॉर्निया की असमान वक्रता के कारण होने वाला एक नेत्र दोष है। [cite: 1529]","Science","1","0.33"
"I-V graph for a (conductor) metallic wire at two temperatures T1 and T2 is shown in the figure, then -","एक चालक तार के लिए दो तापक्रमों T1 व T2 पर I-V लेखाचित्र दिया गया है, तो","T1>T2","T2>T1","T1=T2","Cannot be determined from this graph.","T1>T2","T2>T1","T1=T2","इस ग्राफ से मालूम नहीं किया जा सकता ।","1","Slope of I-V graph is 1/R. Steeper slope = lower R. For metals, lower R means lower Temperature. So T1 < T2. [cite: 1542]","I-V ग्राफ का ढलान 1/R होता है। धातु के लिए, कम R का अर्थ कम तापमान है। इसलिए T1 < T2. [cite: 1542]","Science","1","0.33"
"If 2 A of current is flowing in a conductor from a battery of 5V, then the resistance of the conductor is:","5 वोल्ट की बैटरी से यदि किसी चालक में 2A की धारा प्रवाहित होती है, तो चालक का प्रतिरोध होगा :","2 Ohm","2.5 Ohm","0.4 Ohm","10 Ohm","2 ओम","2.5 ओम","0.4 ओम","10 ओम","1","According to Ohm's Law, R = V/I = 5 / 2 = 2.5 Ohm. [cite: 1569]","ओम के नियम के अनुसार, R = V/I = 5 / 2 = 2.5 ओम। [cite: 1569]","Science","1","0.33"
"The law of reflection, 'Angle of incidence is equal to the angle of reflection', is true for reflection of a ray of light on -","परावर्तन का नियम, 'आपतन कोण, परावर्तन कोण के बराबर होता है' प्रकाश की एक किरण के परावर्तन के लिये सही है","Plane surface only","Concave surface only","Convex surface only","All of these","केवल समतल सतह के लिये","केवल अवतल सतह के लिये","केवल उत्तल सतह के लिये","ये सभी","3","The laws of reflection apply universally to all types of reflecting surfaces, whether plane or curved. [cite: 1584]","परावर्तन के नियम सभी प्रकार की परावर्तक सतहों पर सार्वभौमिक रूप से लागू होते हैं, चाहे वे समतल हों या घुमावदार। [cite: 1584]","Science","1","0.33"
"Which of the following cells can not produce continuous and constant current for a longer time ?","निम्न सैलों में से किस सेल से निरन्तर व नियत धारा लम्बे समय के लिये प्राप्त नहीं की जा सकती है ?","Lead accumulator cell","Edison's cell","Daniel cell","Lechlanche cell","सीसा संचायक सेल","एडीसन सेल","डेनियल सेल","लैक्लांशे सेल","3","Leclanche cell uses a paste that polarizes quickly, meaning it cannot supply continuous steady current. [cite: 1596]","लैक्लांशे सेल एक ऐसे पेस्ट का उपयोग करता है जो जल्दी से ध्रुवीकृत हो जाता है, इसलिए यह निरंतर स्थिर धारा नहीं दे सकता। [cite: 1596]","Science","1","0.33"
"A lens behaves as diverging lens in air (μ=1) and converging lens in water (μ=1.3). The refractive index (μ) of the material of the lens is","एक लैन्स वायु (μ=1) में अपसारी लैन्स एवं पानी (μ=1.3) में अभिसारी लैन्स के समान व्यवहार करता है। लैन्स के पदार्थ का अपवर्तनांक (μ) है :","1.0<μ<1.3","μ>1.3","μ<1.0","μ=(1.0+1.3)/2","1.0<μ<1.3","μ>1.3","μ<1.0","μ=(1.0+1.3)/2","0","For the nature to reverse in water, the refractive index of the lens must be between that of air (1.0) and water (1.3). [cite: 1611]","पानी में प्रकृति उलटने के लिए, लेंस का अपवर्तनांक हवा (1.0) और पानी (1.3) के बीच होना चाहिए। [cite: 1611]","Science","1","0.33"
"Which is an example of physical change ?","निम्न में से कौनसा भौतिक परिवर्तन का उदाहरण है?","Metal rusting","Silver tarnishing","Water boiling","Paper burning","जंग लगना","चाँदी का काला होना","पानी का उबलना","कागज का जलना","2","Water boiling is a physical change as no new chemical substance is formed; it merely changes state. [cite: 1622]","पानी का उबलना एक भौतिक परिवर्तन है क्योंकि इसमें कोई नया रासायनिक पदार्थ नहीं बनता है; यह केवल अवस्था बदलता है। [cite: 1622]","Science","1","0.33"
"In the reaction KMnO4 + H2C2O4 + ...... -> MnO2 + CO2 + ........., equivalent weight of KMnO4 is 52.66, then molecular weight of KMnO4 is","अभिक्रिया KMnO4 + H2C2O4 + ..... -> MnO2 + CO2 + .............. के संदर्भ में KMnO4 का तुल्यांकी भार 52.66 हो तो KMnO4 का अणुभार है -","158.04","52.66","31.6","263.30","158.04","52.66","31.6","263.30","0","Mn goes from +7 to +4 (valency factor = 3). Molecular weight = Equivalent weight * 3 = 52.66 * 3 = 157.98. [cite: 1634]","Mn का ऑक्सीकरण अंक +7 से +4 हो जाता है (संयोजकता कारक = 3)। अणुभार = तुल्यांकी भार * 3 = 52.66 * 3 = 157.98. [cite: 1634]","Science","1","0.33"
"______ is an Indian software application developed by ISRO to explore 2D/3D representation of earth surface.","पृथ्वी की सतह के 2D/3D चित्रण/निरूपण का पता लगाने के लिए इसरो द्वारा विकसित एक भारतीय सॉफ्टवेयर एप्लीकेशन है।","Bhuvan","Bhumi","Bhuyaan","Bhudev","भुवन","भूमि","भुयान","भूदेव","0","Bhuvan is a software application which allows users to explore a 2D/3D representation of the surface of the Earth.","भुवन एक सॉफ्टवेयर एप्लीकेशन है जो उपयोगकर्ताओं को पृथ्वी की सतह के 2D/3D चित्रण का पता लगाने की अनुमति देता है।","Science/IT","1","0.33"
"India's first super computer PARAM 8000 launched in year ________.","भारत के प्रथम सुपर कम्प्यूटर परम 8000 का शुभारंभ वर्ष _____ में किया गया ।","1990","1991","1989","1992","1990","1991","1989","1992","1","PARAM 8000 is India's first supercomputer, developed by C-DAC in 1991.","परम 8000 भारत का पहला सुपरकंप्यूटर है, जिसे 1991 में C-DAC द्वारा विकसित किया गया था।","Science/IT","1","0.33"
"________ is the first robot with Artificial Intelligence to fly in space.","कृत्रिम बुद्धि (आर्टिफिसियल इंटेलिजेंस) के साथ अंतरिक्ष में उड़ने वाला पहला रोबोट है।","CIMON","Valkyrie R5","Robonaut","Spidernaut","साइमन","वाल्क्यरिए आर5","रोबोनॉट","स्पाइडरनॉट","0","CIMON (Crew Interactive Mobile Companion) is the first AI-based robotic assistant in space.","साइमन (CIMON) अंतरिक्ष में पहला कृत्रिम बुद्धिमत्ता (AI) आधारित रोबोटिक सहायक है।","Science/IT","1","0.33"
"Which of the following contains the genetic material of a cell?","निम्न में से किसमें कोशिका का आनुवंशिक पदार्थ पाया जाता है?","Ribosome","Lysosome","Nucleus","Golgi body","राइबोसोम","लाइसोसोम","केन्द्रक","गॉल्जीकाय","2","The nucleus contains DNA, which is the genetic material of the cell.","केन्द्रक (न्यूक्लियस) में डीएनए होता है, जो कोशिका का आनुवंशिक पदार्थ है।","Science","1","0.33"
"Which of the following is a greenhouse gas?","निम्न में से कौनसी ग्रीनहाउस गैस है?","Nitrogen","Oxygen","Carbon dioxide","Argon","नाइट्रोजन","ऑक्सीजन","कार्बन डाइऑक्साइड","आर्गन","2","Carbon dioxide is a major greenhouse gas that contributes to global warming.","कार्बन डाइऑक्साइड एक प्रमुख ग्रीनहाउस गैस है जो ग्लोबल वार्मिंग में योगदान देती है।","Science","1","0.33"
"The chemical formula of Plaster of Paris is","प्लास्टर ऑफ पेरिस का रासायनिक सूत्र है","CaSO4.2H2O","CaSO4.1/2H2O","CaCO3","CaCl2","CaSO4.2H2O","CaSO4.1/2H2O","CaCO3","CaCl2","1","Plaster of Paris is calcium sulfate hemihydrate.","प्लास्टर ऑफ पेरिस कैल्शियम सल्फेट हेमीहाइड्रेट है।","Science","1","0.33"
"Who discovered Penicillin?","पेनिसिलिन की खोज किसने की थी?","Louis Pasteur","Alexander Fleming","Edward Jenner","Robert Koch","लुई पाश्चर","एलेक्जेंडर फ्लेमिंग","एडवर्ड जेनर","रॉबर्ट कोच","1","Alexander Fleming discovered penicillin in 1928.","एलेक्जेंडर फ्लेमिंग ने 1928 में पेनिसिलिन की खोज की थी।","Science","1","0.33"
"What is the SI unit of force?","बल का SI मात्रक क्या है?","Joule","Newton","Watt","Pascal","जूल","न्यूटन","वाट","पास्कल","1","The SI unit of force is Newton (N).","बल का SI मात्रक न्यूटन (N) है।","Science","1","0.33"
"Bauxite is an ore of which metal?","बॉक्साइट किस धातु का अयस्क है?","Iron","Aluminium","Copper","Zinc","लोहा","एल्युमिनियम","तांबा","जिंक","1","Bauxite is the primary ore of aluminium.","बॉक्साइट एल्युमिनियम का प्राथमिक अयस्क है।","Science","1","0.33"
"The sound waves having frequency greater than 20,000 Hz are called:","20,000 हर्ट्ज से अधिक आवृत्ति वाली ध्वनि तरंगों को कहा जाता है:","Infrasonic","Audible","Ultrasonic","Supersonic","अपश्रव्य","श्रव्य","पराश्रव्य","सुपरसोनिक","2","Ultrasonic sound waves have a frequency above the human hearing limit (20 kHz).","पराश्रव्य (अल्ट्रासोनिक) ध्वनि तरंगों की आवृत्ति मानव श्रवण सीमा (20 kHz) से अधिक होती है।","Science","1","0.33"
"Which gland is known as the master gland of the human body?","मानव शरीर की किस ग्रंथि को मास्टर ग्रंथि कहा जाता है?","Thyroid","Pituitary","Adrenal","Pancreas","थायरॉइड","पीयूष","एड्रिनल","अग्नाशय","1","The pituitary gland is called the master gland because it controls the functions of many other endocrine glands.","पीयूष ग्रंथि को मास्टर ग्रंथि कहा जाता है क्योंकि यह कई अन्य अंतःस्रावी ग्रंथियों के कार्यों को नियंत्रित करती है।","Science","1","0.33"
"What is the chemical name of Vitamin C?","विटामिन C का रासायनिक नाम क्या है?","Retinol","Ascorbic acid","Calciferol","Thiamine","रेटिनॉल","एस्कॉर्बिक अम्ल","कैल्सीफेरोल","थायमिन","1","Ascorbic acid is the chemical name for Vitamin C.","विटामिन सी का रासायनिक नाम एस्कॉर्बिक एसिड है।","Science","1","0.33"
"Which device is used to measure electric current in a circuit?","परिपथ में विद्युत धारा मापने के लिए किस उपकरण का उपयोग किया जाता है?","Voltmeter","Ammeter","Galvanometer","Potentiometer","वोल्टमीटर","एमीटर","गैल्वेनोमीटर","पोटेंशियोमीटर","1","An ammeter is used to measure the electric current in a circuit in Amperes.","परिपथ में एम्पीयर में विद्युत धारा मापने के लिए एमीटर का उपयोग किया जाता है।","Science","1","0.33"
"Which acid is present in gastric juice of the human stomach?","मानव आमाशय के जठर रस में कौन सा अम्ल मौजूद होता है?","Sulphuric acid","Nitric acid","Hydrochloric acid","Acetic acid","सल्फ्यूरिक अम्ल","नाइट्रिक अम्ल","हाइड्रोक्लोरिक अम्ल","एसिटिक अम्ल","2","Hydrochloric acid (HCl) is secreted in the stomach to aid digestion.","पाचन में सहायता के लिए आमाशय में हाइड्रोक्लोरिक अम्ल (HCl) स्रावित होता है।","Science","1","0.33"
"The filament of an electric bulb is made of which metal?","विद्युत बल्ब का फिलामेंट किस धातु का बना होता है?","Copper","Tungsten","Iron","Nichrome","तांबा","टंगस्टन","लोहा","नाइक्रोम","1","Tungsten is used for bulb filaments because of its high melting point.","टंगस्टन का उपयोग बल्ब फिलामेंट के लिए इसके उच्च गलनांक के कारण किया जाता है।","Science","1","0.33"
"Which part of the human eye acts like a photographic film?","मानव नेत्र का कौन सा भाग एक फोटोग्राफिक फिल्म की तरह कार्य करता है?","Cornea","Iris","Pupil","Retina","कॉर्निया","आइरिस","पुतली","रेटिना","3","The retina acts like a film in a camera, capturing the image formed by the lens.","रेटिना कैमरे में एक फिल्म की तरह काम करता है, जो लेंस द्वारा बनाई गई छवि को कैप्चर करता है।","Science","1","0.33"
"The process of conversion of solid directly into gas is called","ठोस का सीधे गैस में परिवर्तन की प्रक्रिया कहलाती है","Condensation","Evaporation","Sublimation","Melting","संघनन","वाष्पीकरण","ऊर्ध्वपातन","गलनांक","2","Sublimation is the transition of a substance directly from the solid to the gas phase.","ऊर्ध्वपातन (Sublimation) किसी पदार्थ का ठोस से सीधे गैस अवस्था में परिवर्तन है।","Science","1","0.33"
"What is the common name of Sodium Bicarbonate?","सोडियम बाइकार्बोनेट का सामान्य नाम क्या है?","Washing soda","Baking soda","Bleaching powder","Plaster of Paris","धावन सोडा","बेकिंग सोडा","ब्लीचिंग पाउडर","प्लास्टर ऑफ पेरिस","1","Sodium bicarbonate is commonly known as baking soda.","सोडियम बाइकार्बोनेट को आमतौर पर बेकिंग सोडा के रूप में जाना जाता है।","Science","1","0.33"
